district,year,season,crop,area,production,yield,temperature,rainfall,humidity,nitrogen,phosphorus,potassium,organic_carbon,ph,micronutrient_score
jalpaiguri,2014,autumn,ragi,248.25352534164617,194.0,0.8660714285714286,29.78767543809147,1945.4990350626615,65.00468265526598,0.40676992435153897,0.33963410998041427,0.5987274607913894,0.9760004319790551,5.1970845065459805,0.6708333412082017
west midnapore,2013,kharif,horse-gram,703.1279212575324,323.0,0.5235008103727715,27.259923711835377,2138.002278307942,77.73452215111749,0.20151868698919245,0.5911106804062517,0.6429112403378608,0.4743453454109529,6.746494402005602,0.7473245554279002
haora,2003,whole year,coconut,2956.0737413752154,31486.0,11.20099608680185,23.974072766391945,837.357402686255,73.24852924825764,0.3840134327891401,0.725785949616267,0.6504105591545637,0.6417414104148594,6.198903114406201,0.8526599226382063
west midnapore,2002,whole year,turmeric,1675.8764199283332,2071.0,1.3421905379131562,23.43736773893832,1651.156801489734,74.94252825270485,0.5030339072586588,0.9584579916896607,0.55158291123293,0.6198559896105112,5.730625121678072,0.7579975511609305
darjiling,2004,summer,rice,1039.746766954163,2248.0,1.9099405267629568,18.30540516523537,1547.8133983334055,59.858916846696246,0.4808234910305269,0.6183652025980549,0.5329571339948449,0.9832990268782,6.0886403145706085,0.6184923034807503
west midnapore,2008,kharif,dry ginger,1588.1579436438803,2523.0,1.543119266055046,23.98084677470343,1923.7673348643036,78.775353788636,0.20065332400830518,0.7189739372440348,0.6468575378320705,0.4236039533030219,5.508086596835247,0.7908242762367405
north 24 parganas,2013,kharif,jute,47076.585134101755,910676.0,18.640384812199365,28.33380150792843,1348.317647039565,78.26172757826328,0.44619049647497305,0.8501320801152368,0.5305951171006031,0.6749031529166488,8.14797988477258,1.1599304724182582
murshidabad,2005,rabi,arhar/tur,78.65578691503235,75.0,1.0714285714285714,28.3629330782216,1290.361380648001,65.94545355665342,0.2904662672680646,0.7904322010920113,0.53531557071829,0.3896205758715956,6.848285940842136,0.7825197540298736
puruliya,1997,rabi,oilseeds total,992368.1421807568,287500.0,0.3489924739014324,23.54300848595411,125.67983201198177,72.09173923972139,0.30162691019372545,0.9834161007646112,0.6681772188027525,0.34834588962489693,7.337892652545788,0.5435997882131305
east midnapore,2004,rabi,rapeseed &mustard,4114.51043891639,4104.0,1.029603612644255,26.189358332411864,836.3447797834601,74.7799877262213,0.5157662147555429,1.0721159269146137,0.5303331657656463,0.803539057997925,6.85330011138163,0.775185916980135
uttar dinajpur,2008,kharif,mesta,2592.746182129201,23855.0,9.485089463220676,24.80031375308963,2138.599164797852,59.22232157292551,0.5150533202310819,0.6743933714509309,0.5950646846207936,0.5338624173767554,5.300534580612957,0.6094410704546712
barddhaman,2008,rabi,wheat,1797.755068460086,4667.0,2.326520438683948,25.422245773624745,1460.6404509550089,84.39095016237953,0.5237029032120264,0.8408090940677568,0.6999335636531148,0.533634278077778,7.224250905030974,0.737567566898669
west midnapore,2013,winter,rice,547341.824751407,1053375.0,2.0955722177903064,25.77984106666828,2216.905684279173,82.46263000584456,0.6417884839391303,0.9731848556271421,0.49854946619215634,0.7705351393172364,7.195816964788054,0.984214779945981
west midnapore,1998,whole year,sesamum,16282.741004890551,18056.0,1.0434581599630144,26.555686791743717,141.1988971324327,84.76897416332307,0.5871176759208148,1.0129738863950375,0.5237794482020904,0.7780992120122482,5.73537677999085,0.7993918303104824
kochbihar,2006,rabi,peas & beans (pulses),0.8935074691069413,1.0,1.0,22.366026242757012,1277.4033309814258,55.98564480556409,0.33602334384020527,0.9473218050494829,0.44281886500948076,0.628042610762358,5.878013648256464,0.9613802987996504
west midnapore,1998,rabi,gram,6.356304215770365,10.0,1.6666666666666667,24.455218607895446,150.08867515580093,83.4603543288793,0.1867369186536713,0.7093519080108194,0.6227907084338669,0.4801461281589703,6.132970363514973,0.7892928210697336
jalpaiguri,2008,rabi,gram,54.76618749374795,56.0,0.8615384615384616,21.701558449896805,2196.178577284828,64.39897422386449,0.5132466336672861,0.3585566703091953,0.5669534982084873,0.9181762015626739,5.605944757969516,0.7592735409871791
maldah,1998,summer,rice,76716.63170931129,253571.0,3.548680988034427,23.416872660409208,100.24608880383965,64.2338350433453,0.2516750337692707,0.8697144392541416,0.22764274341585647,0.42123490605794534,6.194334538027694,0.7655590308881879
darjiling,2002,winter,potato,4367.36728609212,82273.0,17.040803645401823,18.362161532371815,1038.7264202631466,61.89872399140708,0.5280462302864201,0.6098840001635816,0.44006261226548066,0.9755717868640268,6.261290173851258,0.6431948189222437
darjiling,1998,kharif,other kharif pulses,79.97042710493018,62.0,0.6526315789473685,15.736280883509695,88.20521232576755,76.56564323931045,0.43142507026807253,1.0175499997636253,0.4528482397651934,1.043686099600985,6.563823702621584,0.34089030769048895
nadia,2001,summer,moong(green gram),1327.0671280427623,535.0,0.3916544655929722,24.286137737017096,1348.7207394724664,74.00940179084296,0.19722960170695011,0.7731412844632125,0.5349776871183303,0.42653935078218697,7.0207837766067875,0.8291123914299627
nadia,2010,rabi,linseed,551.3637684183742,322.0,0.6007462686567164,27.81115234378154,1282.322311954899,68.69423311678686,0.17795044511972818,0.7603146368967114,0.5958211872213381,0.44261659201156156,7.158442554950817,0.693975638734104
bankura,2003,whole year,sugarcane,7.409035334765045,565.0,70.625,23.3446404760913,1623.574750316726,64.2232545812758,0.7148165429574435,0.8812903632882094,0.7576106857242368,0.6699406102732454,5.829572141446548,0.8113208731553381
west midnapore,2009,rabi,rapeseed &mustard,11749.330468242175,10174.0,0.8644744668196108,25.565810662750813,1460.7688216869121,75.55459171077919,0.5626979616094199,0.9296051032648459,0.6069072761984502,0.6390075673473204,6.310354452180849,0.7900876903940628
darjiling,2007,winter,rice,26955.020808043475,49572.0,1.8424828098866384,15.108405780834648,1587.3900372277105,70.14727618593025,0.5617230273240637,1.0539833690985554,0.4259663884948315,1.090828089237807,8.330393233111518,0.35787197382310687
birbhum,1998,rabi,linseed,525.7665480369898,90.0,0.1505016722408027,23.849245882640204,102.48942713433284,57.62260468447867,0.35213660103773936,0.8812398810019793,0.6321245606899979,0.3606898035817401,6.007424195146191,0.7529575898979769
south 24 parganas,2011,summer,moong(green gram),10221.726054041477,7001.0,0.606042243767313,24.005087209099475,1059.3330796889622,71.09861972665095,0.32903684150447476,0.7787132971541847,0.8997545122869532,0.44116375802067603,6.213717222238254,0.8352787437007599
bankura,2004,kharif,urad,3.8655067138829384,2.0,0.5,28.68798461062747,1723.8796041558992,65.67790030159543,0.761791239950199,0.7413420713867122,0.5945677727054823,0.6138017518767066,5.748622556423463,1.01840786397051
south 24 parganas,1998,whole year,sugarcane,294.8865150404009,20270.0,65.81168831168831,24.298729904230452,103.81578213390354,85.9020015991427,0.4358542630435644,0.8073941594955959,0.8856483947519812,0.5168095491793294,6.831787046097678,0.820469297311878
darjiling,2011,kharif,moong(green gram),34.06651942995604,20.0,0.6451612903225806,20.165406263167235,1837.0793369872927,57.814585633981046,0.5579246339084147,0.9689164709844104,0.4440708837767816,0.9881868532902698,7.047787002754324,0.3523624392007775
west midnapore,1998,rabi,gram,6.83465223009828,10.0,1.6666666666666667,25.740438676125102,133.0331745533568,62.82382959114995,0.5445752305947911,0.8125838586592318,0.6066038226358661,0.614223551372414,7.175212305180448,0.7773515034868537
east midnapore,2002,rabi,rapeseed &mustard,885.3178349590394,835.0,0.9788980070339977,27.607968626439245,1059.4711702587877,62.977535484242196,0.47555248180051174,0.7968818449347457,0.5846913269172745,0.7075550059607265,6.570385239420792,0.8808862673422774
uttar dinajpur,1997,winter,rice,196979.212134933,313230.0,1.7102375102375105,29.994849785569617,134.75970385935685,59.36422468487648,0.4831740228846517,0.7692835580469157,0.5046846065109014,0.5346547357421638,6.195580866781062,0.7335640032361832
west midnapore,1997,whole year,potato,42857.037078182606,1165840.0,26.43088712054229,26.363604117746736,122.8720325128553,89.89455049505091,0.7528789476649129,0.9961862964134032,0.6392333377453838,0.59703010479493,6.0141235623221085,0.8358843535152951
east midnapore,2004,whole year,turmeric,1231.0083404192499,2556.0,2.190231362467866,27.477073745983954,769.7680702796125,77.28224188826887,0.5366055239274511,0.8004697109380224,0.47690877118263003,0.7873013455137385,6.165366895581681,1.0011613471094116
jalpaiguri,2003,whole year,dry chillies,4858.972288156465,5319.0,1.000376151965394,24.15555043342248,1640.1484514898132,58.79922906698954,0.4027400971866383,0.3894066936565736,0.5128511912305866,1.1573309953251634,6.481610626392323,0.6933220485261663
nadia,2014,summer,sesamum,21661.88549054304,29591.0,1.2055324696488223,28.85686991189001,1209.169121900756,80.81982313896344,0.2136266122148542,0.6085214622032646,0.6201675334307238,0.39883734086223566,6.989055832208633,0.7363666501868853
north 24 parganas,1999,rabi,wheat,8026.431552276373,16278.0,2.1217413972888424,23.86440764182335,119.58972508014385,86.64495795536413,0.401848237195627,0.9662298047318343,0.6045493930983108,0.7544497730847206,7.029857939393712,1.0744802623162315
barddhaman,2008,rabi,rapeseed &mustard,25320.852508509368,19885.0,0.7338450751005646,23.826837931359762,1454.30187082886,78.07117335538567,0.35928201326660536,0.6130304932524961,0.3367975507691362,0.37367962885623873,5.704366596101732,0.6768181566175315
dakshin dinajpur,1999,kharif,maize,1.0672889776921455,2.0,2.0,25.970590095965438,95.68255869091304,69.74328340065797,0.559507060274687,0.40780764033172356,0.7516243632338103,0.4305749540645951,6.832642901533337,0.7438464059285046
west midnapore,1997,rabi,urad,1552.7808792568508,754.0,0.5003317850033179,23.861189084700168,132.94599005765195,67.07966439223812,0.5490429770741543,0.8784627401625154,0.45587081312011524,0.6386603972428672,6.472644189805753,0.8335093551857877
barddhaman,2010,rabi,gram,56.85001449456209,95.0,1.7272727272727273,27.46132237058291,1054.1197659905044,56.547929285237416,0.3102326817736708,0.6834768203188165,0.35525816345239153,0.40168441647002184,5.8621662852798,0.8539413777200008
west midnapore,2007,rabi,arhar/tur,148.97273514352284,72.0,0.4675324675324675,23.87551465816152,1906.6554817223398,86.32383375923501,0.6212025482465809,0.9600402339681728,0.5680668809695661,0.7112088909904057,7.026969702350772,0.8166066582846129
west midnapore,2010,summer,rice,193683.96357561194,629634.0,3.620916912035333,25.700872934299518,1401.9369530941783,63.90539425947323,0.642371219987193,0.9462019570022369,0.5567829331698206,0.8756712466166132,7.030754379616777,0.7572618039003419
dakshin dinajpur,2008,autumn,rice,9074.752312505618,15288.0,2.086244541484716,22.231641015098315,981.263663153418,87.0813745244557,0.4696345094209101,0.4748180788397409,0.8083191493132078,0.5218835520179731,6.680942467712315,0.8688369146897983
haora,2000,rabi,masoor,49.82693432273628,40.0,0.8888888888888888,25.72927022888575,1048.38073795041,66.83588031526662,0.42214333055087827,0.7399013533147812,0.5745215741037251,0.725488817473071,6.728856525967499,0.9318816851946102
maldah,2007,rabi,linseed,281.40763481047776,143.0,0.5315985130111525,25.88749907617507,1564.3571688974855,60.2467881296315,0.21775617385371263,0.948035382865465,0.20802885950847472,0.448326574203169,5.580467348053303,0.7636318330512901
murshidabad,2014,autumn,maize,1522.7455545868756,10763.0,6.334902884049441,27.844498845402185,1167.3710186872345,63.13503677183104,0.3601380397586043,0.6446467742927814,0.5693832372489258,0.42978061680111873,7.151885970495494,0.6576851404831612
bankura,2005,rabi,arhar/tur,24.395834792029394,7.0,0.3333333333333333,25.482101860052847,1312.4448486544563,64.73352407649162,0.8196022422559506,0.6747023252222446,0.6230946643774047,0.6458601716164759,6.58362255378068,1.0207858977556854
west midnapore,2011,winter,rice,400160.6299250321,1245624.0,2.580438268305719,26.3978285121611,1984.0424311317443,62.295360314514106,0.5743215225161693,0.9267328427381094,0.5788588043517103,0.7191434044326305,5.539429597388521,0.7628253874763874
west midnapore,1997,whole year,arhar/tur,268.5974318961884,60.0,0.1973684210526315,26.196333390707945,158.54468182232796,66.98278988918655,0.5432390611559732,1.2848174783820747,0.5760895479379544,0.7423483714144555,6.603318762469848,0.7733074100962665
kochbihar,2003,kharif,mesta,874.8249482410971,6019.0,7.023337222870478,21.872284085717567,1950.0153492760421,65.33504245827253,0.28521866909012783,0.7529458876071268,0.47620382245893506,0.682488839485536,5.85545911373469,0.812577949789192
darjiling,2005,rabi,linseed,103.50889633152741,23.0,0.2035398230088495,18.71732410831436,1310.0442045798195,69.64985658442298,0.506040623833511,0.5695086920081794,0.5245620159176647,1.0854835250189456,5.088542114544508,0.6077204636458394
jalpaiguri,1997,autumn,ragi,504.7366280384328,598.0,1.15,25.6239943593205,161.1342113550271,59.42999602101674,0.46323704739955535,0.44831190302792123,0.6145589331609965,0.8842026438446169,5.274322316298677,0.6860455950773209
west midnapore,2000,rabi,linseed,0.9934290901169504,2.0,2.0,25.35462289396535,1317.7315971948324,74.7282167106393,0.5824970931910558,0.8200995846397637,0.5991694405915529,0.7710922574788113,6.907744828812214,0.7411147372875504
darjiling,2006,whole year,turmeric,153.46439141336037,149.0,1.0642857142857145,19.59505713895178,1168.0652783108685,65.20226169661977,0.4800661469144399,0.5753388727663168,0.4992899642563033,0.9593677882275975,7.439344496473197,0.595179428056627
murshidabad,2000,whole year,arecanut,54.70509237700344,100.0,2.0,25.995129351760124,1322.730128956242,73.62062192818733,0.30298522821422286,0.6835510286291121,0.6133530506149866,0.398855537084591,7.344389787455604,0.644021622795415
birbhum,2008,rabi,gram,9437.907109575877,11282.0,1.1969021854445152,29.09629832880188,1344.713134443753,71.72293821685784,0.3602433750611654,0.7937003857286171,0.6923421044827568,0.35458972604283495,6.796557284625884,0.852327110609565
north 24 parganas,2000,rabi,peas & beans (pulses),571.5025407297688,440.0,0.8494208494208494,29.888654274219945,1306.2521818258488,68.40432760647673,0.37509905696774365,0.9644121025026244,0.48272112830570024,0.6572581181373912,6.316437509257044,1.0540316785582664
west midnapore,2001,kharif,urad,775.9838165155376,405.0,0.5113636363636364,21.856062950232676,1602.611613388581,74.65143730901725,0.17391915750776704,0.8512274493298925,0.7784925137350478,0.5406257689524627,5.162214958761259,0.8082175665566529
darjiling,2011,rabi,wheat,2015.8836272030592,4152.0,2.083291520321124,21.963404185643725,2011.2408761744184,68.17339988871502,0.5029399030190135,0.49110505047626274,0.5286147666668437,0.9694023761748214,6.67964860856643,0.4583138545910207
darjiling,2007,whole year,potato,7155.323785523559,109189.0,15.22010036241985,20.128930239144072,1702.0580658610256,59.909742754411354,0.46151256456915435,0.5076916182788281,0.47797664157182923,0.8073128966022759,6.667919312999419,0.4870062813638657
haora,2009,kharif,cotton(lint),98.32982794575344,125.0,1.25,30.184095528617906,997.4459921806304,64.75927497970352,0.4609668957634312,0.7375392124199961,0.5209791178421075,0.5559562000775484,7.099788275155502,1.115944610573455
barddhaman,2008,rabi,maize,176.964997846911,441.0,2.151219512195122,20.98315070937712,1590.5541036336117,93.79516944378288,0.4376069107559278,1.145158655369537,0.6271744971447187,0.5374403365433269,5.600897587938501,0.7821548595444994
west midnapore,1998,kharif,urad,656.6563248366182,140.0,0.2083333333333333,25.299402791942978,121.86112035277675,71.11228741012316,0.18841024289501637,0.7264828635517249,0.7121022470392195,0.4340576889073525,6.534915907422193,0.8174854418336893
darjiling,2002,winter,sesamum,8.796372262534184,6.0,0.6,19.802946094769514,1233.0824266629832,56.38970198907079,0.4840310733686146,0.5986006574867733,0.5246024423797426,1.0365595186367855,6.932431792465096,0.4984491339657418
uttar dinajpur,2009,rabi,safflower,25.04320089128938,19.0,0.7037037037037037,23.79602391428493,1444.6090221328607,63.61489506760521,0.41084710859778406,0.7150404695105543,0.4594013060771107,0.4495256761663071,6.520830562519272,0.6331990626287755
west midnapore,2012,rabi,masoor,718.2553630664707,755.0,1.2417763157894737,23.4954076342502,1389.6045213292462,73.00212927483463,0.4870328325079083,0.8053587521254393,0.6003772531031168,0.7698546844987245,7.914477149465327,0.8423639212360935
barddhaman,2001,rabi,peas & beans (pulses),35.75072245057675,34.0,0.9444444444444444,25.64273621387589,1678.3543368292271,80.49891312205015,0.5172860258210239,1.014793211855354,0.6492601471632928,0.5183110595840738,5.990317905368705,0.7393256377189017
darjiling,2011,rabi,masoor,11.335611017114552,9.0,0.75,14.915733354676261,1957.4006358233437,63.83464197937755,0.4731689900416593,0.91621210928192,0.482195941761039,1.1309238929480854,8.235257961454192,0.3494732496006053
west midnapore,1998,whole year,coconut,853.396849850379,16929.0,16.2,26.286154051045404,139.2011304820329,67.28128033570164,0.6060684422997398,0.9687823836973277,0.6299104176561606,0.7831363927562189,7.690868838866426,0.8255481247859936
east midnapore,2010,rabi,khesari,6889.780454794866,9088.0,1.3697061039939713,27.271941116712163,670.8055607455096,76.68811268759956,0.5399427498358129,1.0074996912430745,0.5490089109572618,0.6022580578481516,6.230408625668059,0.8656414920285964
nadia,2003,whole year,turmeric,663.1715279324294,1062.0,1.6066565809379727,26.41734395615797,1475.5355276421624,58.041977491068046,0.19294291422362875,0.7381758997521207,0.6584590881267567,0.4274123826031831,7.891442295802475,0.8022068064720631
barddhaman,2001,whole year,turmeric,152.48640042994174,162.0,0.9938650306748468,25.419157005966902,1610.4547479188614,73.92904771558563,0.31887958469744204,0.6780047504240257,0.4556617818118342,0.409272112032661,6.377630795987306,0.8053496918778907
bankura,2004,summer,rice,39221.56804519938,102938.0,2.5965593784683683,27.321248614502633,1487.4262974554997,72.75526532569388,0.6156616172214441,0.8259063762330253,0.712838518420948,0.6106707416327898,5.977593845125041,0.8705179427037875
barddhaman,1998,whole year,sugarcane,1026.2828909583882,72710.0,65.15232974910394,28.30540929322396,119.39263135274824,65.17683081228294,0.39057969822334593,0.5550472862894908,0.5526556866825763,0.39651398689519873,6.873899254623709,0.7096595653959775
haora,2008,kharif,sunflower,138.99890010219303,149.0,1.1037037037037036,22.25118732915012,1207.7318862208344,81.33629470263547,0.4683384260285958,0.7058420416100388,0.5802180890969645,0.6955086138983123,5.972608563796208,0.8861932148802432
west midnapore,2007,summer,sesamum,67879.79419117575,65298.0,0.9398100172711572,25.95263904247669,2317.9875699945196,76.13358992016387,0.4557074519555825,0.9234143531307885,0.5712594116677785,0.7566019288615574,7.68816164140134,0.6504783108240877
murshidabad,2011,autumn,sesamum,79.36707782165188,47.0,0.6351351351351351,24.635575340224484,1430.916787919369,66.53454281976242,0.31750969894242326,0.6620969556357126,0.5831086469006673,0.34389404945011603,6.608344247420748,0.799315187498169
north 24 parganas,2004,autumn,rice,19095.297092128043,42098.0,2.2457057505601195,25.492891016000485,1226.4764939414868,60.090761752998546,0.3476778897779693,0.6772326139840801,0.5791120304081387,0.70225730984976,5.8705207017765,0.8810115549873554
darjiling,2005,rabi,arhar/tur,12.95329507359812,9.0,0.8181818181818182,22.925565629895363,1294.8761209255067,69.22887175529209,0.5447258269868563,0.5809937639329836,0.5260242051643835,1.0097683720964292,6.092960196364643,0.6375257997098099
bankura,2010,autumn,rice,15232.169981835912,29828.0,2.296051112308521,23.978629341732603,802.0355113390331,74.9097016643801,0.6704170348497585,0.8873693936963739,0.6509400832525473,0.6211642523448642,6.257490646158028,1.0223410278768932
barddhaman,2010,rabi,safflower,4.476037625610463,3.0,0.6,20.660588503608466,1083.7150457590526,57.8632043282539,0.3312228220017533,0.6275011140901406,0.448582616833602,0.4154735299132607,6.958694452858361,0.7467174463327662
north 24 parganas,2006,whole year,sugarcane,318.40323379903157,27386.0,67.95533498759305,27.652085301341632,1326.3714870545516,78.96347098085137,0.426848812172058,0.7979587492646744,0.5595928247455881,0.7486321431245924,6.637407903103483,1.1586005303396292
darjiling,2013,kharif,other kharif pulses,99.38237815429629,60.0,0.6382978723404256,16.934181601423138,1733.11227972473,67.87733699496876,0.4747423393898935,0.9138392856791963,0.5075558661742902,1.0762786599180676,6.907835267930432,0.2780538300126825
kochbihar,2012,autumn,sesamum,205.04360369641762,84.0,0.4421052631578947,23.344654438005804,1709.2580569602187,71.86159241199466,0.3222358121248166,0.8948337545061844,0.41313145221429604,0.5933212172384005,5.799439268247353,0.7880215314118026
hugli,2003,rabi,moong(green gram),57.30558784435496,35.0,0.603448275862069,25.091968500192195,1119.9493965459856,68.8701154643286,0.3849113926232354,0.885041311148953,1.0332788230728516,0.44879753456629545,6.338623110103877,0.803478810567553
barddhaman,2003,autumn,rice,18521.14050293394,51773.0,2.8106948968512486,26.06699105331107,1311.972420114347,69.79928465936113,0.359240968068727,0.6550246081130687,0.40258656166542506,0.39228926649135426,6.2720067202363,0.8850047351439837
west midnapore,2012,kharif,jute,2585.717930836364,42722.0,15.805401405845355,27.263492877653324,1344.098444308538,65.54922106731485,0.2186644280266865,0.6035517659569128,0.7810046255151752,0.40548400591734135,6.030209307756719,0.7372511622401674
darjiling,2010,rabi,khesari,8.552941433204074,10.0,1.0,19.19970125888052,2108.481938910513,71.40054309845836,0.5041418469935127,1.262860430886612,0.5019060676687126,0.9782045875736232,7.638356611343005,0.32979393480130215
nadia,2012,kharif,jute,102100.99349902407,1775309.0,14.19123254382529,24.022350442470692,1006.7477964809916,71.87921862202326,0.20852057311836897,0.8567896404768903,0.594302449077116,0.42373963722323005,6.283765767112206,0.5601809592984375
west midnapore,2011,kharif,jute,3642.028000285863,37788.0,10.911926075656943,23.874735880250952,1534.3044597757353,86.29987102540336,0.17415717099923633,0.6445028504938846,0.7964936497729778,0.4169966633858185,5.759232363273,0.8966273234743983
barddhaman,2014,kharif,sannhamp,28.136989341278873,121.0,5.041666666666667,27.804222705711123,1249.9472899679686,76.84570280127456,0.3440444516552401,0.5818516703000914,0.41437150771753534,0.34023177972058427,6.092794417731803,0.6328993809780044
jalpaiguri,2004,kharif,urad,1551.5164012027021,655.0,0.4715622750179986,28.835300790076293,2076.4507461971175,72.16763596481927,0.5210587216050754,0.3903761501731122,0.5665508244342214,0.9708039218935686,5.874746898696655,0.6997944835289821
west midnapore,2000,rabi,urad,2024.3995395324655,1140.0,0.6,23.661735555023338,1522.319164079933,77.68052571557546,0.48288225414859276,0.9478073359366926,0.5808915887253769,0.7535933899291887,6.203095722800656,0.831098476561642
uttar dinajpur,2011,summer,moong(green gram),331.5631924694617,198.0,0.616822429906542,23.221718241227713,1974.3748838766373,69.76032686511414,0.5200237597025379,0.7167210958308686,0.5030091107801314,0.4649914714379358,6.21015136800171,0.6760218472263301
uttar dinajpur,2013,rabi,urad,329.1553702336413,157.0,0.4243243243243243,21.908787983973145,1901.338851657847,67.80631945878213,0.4613438479154443,0.8303569466226476,0.5570241484612419,0.44817584530059795,7.450846586501893,0.7926645891534688
west midnapore,2012,winter,rice,481623.9053221392,1315911.0,2.7066778835473864,26.93122022395617,1452.1280285129708,80.24898355043138,0.2195248047264048,0.7513429023343333,0.7094034327019308,0.4653876973960736,5.51391982390554,0.6961156201191907
murshidabad,1997,whole year,turmeric,2051.521857778031,6460.0,3.4638069705093835,26.424972701866178,112.88663303271449,61.595088436321475,0.2813689354085138,0.7042987523152098,0.7196089112444862,0.3410224766783456,5.823915394538448,0.7243526044797397
maldah,2010,kharif,jute,20693.194689171913,255584.0,14.182564785527996,28.177600381610922,1111.0101165536635,71.49542024993549,0.2547160466804038,1.0650734842024001,0.224969635443673,0.438350136701971,7.9878684495042815,0.7193170043010161
west midnapore,2014,kharif,sannhamp,198.99380079919445,948.0,4.601941747572815,27.8990896388965,1632.6526805097071,74.63913924958395,0.6152351626034195,0.9315277521273675,0.4068005449937546,0.6840402529133761,6.84219288922831,0.6722838090170508
dakshin dinajpur,1997,kharif,urad,2473.9340655615906,1060.0,0.4918793503480278,27.96213637936419,103.45557108607426,70.56324904099888,0.4632306891218426,0.3842877550770091,0.7527916053870324,0.5142165956288767,7.012255091923964,0.8089387186743203
barddhaman,2013,rabi,khesari,145.9792228289952,112.0,0.9032258064516128,28.92832113394582,1728.827044479261,63.54131083610166,0.3462087803531321,0.6697194281726159,0.45077649274640413,0.40960725869315034,6.580652674698156,0.846858817617577
west midnapore,2011,kharif,niger seed,78.82492933666104,32.0,0.4923076923076923,21.35994242645844,1930.112812473952,75.40902378055546,0.20638277393500434,0.69260288035736,0.6472982206810394,0.4243638331755474,5.483140704161218,0.9072983115456631
west midnapore,2006,autumn,rice,37869.17673448056,81267.0,1.96050853999807,27.294353433151457,1859.6582605972337,75.80816728903284,0.19963544902723757,0.7627087991303095,0.8064989259760953,0.5187938560603544,5.626163900664767,0.7633223113300514
south 24 parganas,2005,whole year,arecanut,645.3525703993834,1249.0,1.6074646074646075,24.552007210897536,1322.6170944088994,77.19975766470348,0.3753017389533977,0.8789660807448647,0.697544012261985,0.4828558580059493,6.799309567224447,0.9238497856601793
darjiling,2007,summer,sesamum,99.54748500577567,30.0,0.303030303030303,20.682402762073654,1745.8885781943643,66.66306030146009,0.5622096822901593,0.5437607488699285,0.5138072216392197,0.8957008952449382,6.5304119624038535,0.4897385381450711
barddhaman,1998,kharif,soyabean,46.50378714833267,31.0,0.6888888888888889,25.443332119271417,132.55998358654506,65.81728184622051,0.2848655976833174,0.708476197865238,0.4237207193615665,0.3367543689412971,6.218256011530529,0.7465246961931936
darjiling,2014,kharif,jute,3538.7579534878587,47047.0,13.952253855278766,18.78807449643576,1446.1534764298224,58.093172108486634,0.5659671615176773,0.9809984591622077,0.512231353876327,0.946712208848244,6.852365042339659,0.26801946308895347
puruliya,2005,rabi,wheat,3123.676105386432,7101.0,2.186941792423776,23.514515367265325,1401.2403663091666,58.28433639295414,0.3065390609429243,0.7357530047834027,0.7241066154768305,0.26854520090061174,6.734228837850874,0.6496564237091663
uttar dinajpur,1998,rabi,small millets,210.58320258896407,86.0,0.4,25.36736654970716,156.08018011179266,66.50959703557001,0.39833670292584916,0.75321108654585,0.5881746948134263,0.49947280941578576,6.222927977762192,0.7369468641886375
darjiling,2004,whole year,potato,7381.347088106119,98099.0,14.62200029810702,19.872410664162267,1256.700727353589,57.75763040658785,0.5070252004154316,0.5251328895507069,0.5639691307536665,1.0755850611479945,6.740331700864144,0.5684996839971096
hugli,2006,rabi,gram,348.99014458490495,295.0,0.7468354430379747,26.7722152536186,1216.8182506273354,69.25880145286057,0.4120882575999316,0.7538471171994303,0.8850972629953344,0.43518720893323154,4.96379991354068,0.8744018289092328
west midnapore,2007,summer,sesamum,77755.0964700747,65298.0,0.9398100172711572,24.662961568529962,2498.3820551985546,81.48529100396685,0.21279932977143237,0.6191140789508625,0.8755050030204546,0.49353284257228514,5.193711632052059,0.7831152576235986
haora,1999,summer,moong(green gram),97.38724574408191,30.0,0.2941176470588235,24.417436710366818,104.90666643321542,73.69878083545758,0.3904573597215827,0.6116065444782538,0.7143876035375953,0.6960218561579609,6.457056826849301,0.9998437229588039
nadia,2011,rabi,potato,4882.905120015479,162258.0,30.959358900973097,25.10839264834862,1751.273795651563,72.41825212059408,0.1975317256828483,0.6348325427363682,0.6384322553635692,0.4770906564191682,7.652498545649442,0.7029325068665
barddhaman,2012,rabi,safflower,4.477636601302794,3.0,0.75,23.016064806014363,1193.381245481281,63.10563378165175,0.303306397118284,0.6521078607643912,0.43968173430754165,0.382380945592894,6.189920283440891,0.8789038104988339
darjiling,2002,rabi,urad,27.59195800038963,19.0,0.76,17.357617406016814,1204.5823528128635,69.25629733591039,0.46887210287875175,0.4614595891177446,0.4855223406187241,0.8868313013913144,6.606651289795378,0.6736683879220763
darjiling,2003,whole year,dry chillies,437.4049694425054,345.0,0.8518518518518519,16.13873033904943,1433.2477146831945,48.67043107971641,0.5224045668549979,0.5787928775537419,0.5013912876170502,0.9278186891380743,6.707351216326812,0.5328440411714187
darjiling,2005,kharif,dry ginger,237.13943341626182,681.0,2.8493723849372383,18.13255751924615,1640.9423750834387,68.47172695271276,0.5277334024348015,0.9698513170494053,0.45810564413288435,1.0495074596520417,6.789122940967109,0.34262059226163877
kochbihar,1998,whole year,dry chillies,5085.728528017055,5413.0,1.0826,25.056681377918554,157.7330780290494,56.77167163737598,0.3128001819357753,0.933627736357523,0.3623948618206029,0.6078035464863627,7.379471087575207,0.7132690100059274
